,date,open,close,high,low,value,profitability,secid
0,2021-12-14,914.4,897.4,950.0,842.8,1565151030.8,-1.8591426071741035,VKCO
1,2021-12-15,900.0,961.0,973.8,883.6,2107221289.8,6.777777777777779,VKCO
2,2021-12-16,966.0,982.8,1019.0,951.4,2416470817.4,1.7391304347826038,VKCO
3,2021-12-17,983.0,962.0,1002.2,940.0,1057159726.2,-2.136317395727365,VKCO
4,2021-12-20,957.2,912.0,957.8,891.0,1037947894.8,-4.722106142916846,VKCO
5,2021-12-21,915.0,924.6,948.0,915.0,710278531.8,1.049180327868855,VKCO
6,2021-12-22,924.6,912.2,929.6,895.0,836681988.4,-1.34112048453385,VKCO
7,2021-12-23,912.2,880.2,918.0,872.6,1416978117.6,-3.508002631001973,VKCO
8,2021-12-24,878.4,877.0,884.2,850.0,1474501677.0,-0.15938069216757483,VKCO
9,2021-12-27,878.0,884.8,899.0,877.0,1011151700.2,0.7744874715261908,VKCO
10,2021-12-28,885.0,876.6,894.2,870.0,892531143.2,-0.9491525423728787,VKCO
11,2021-12-29,876.0,865.4,883.0,860.0,585991799.0,-1.2100456621004592,VKCO
12,2021-12-30,865.4,872.4,874.0,859.4,338826956.6,0.8088745088976196,VKCO
13,2022-01-03,873.0,885.8,889.8,869.0,411726556.6,1.4662084765177497,VKCO
14,2022-01-04,888.8,874.0,888.8,865.2,509271682.8,-1.6651665166516603,VKCO
15,2022-01-05,874.0,816.2,878.8,813.2,1117989360.2,-6.613272311212809,VKCO
16,2022-01-06,811.6,793.0,836.2,774.0,1805262159.0,-2.2917693445046847,VKCO
17,2022-01-10,796.0,766.8,805.0,752.6,1030828768.8,-3.6683417085427195,VKCO
18,2022-01-11,770.0,770.8,780.2,756.0,1030890838.4,0.10389610389609799,VKCO
19,2022-01-12,770.0,770.4,791.6,763.0,1304625039.4,0.051948051948048996,VKCO
20,2022-01-13,768.4,754.6,783.0,739.4,1161175199.0,-1.7959396147839608,VKCO
21,2022-01-14,754.6,686.4,765.0,660.0,3023797942.2,-9.037900874635573,VKCO
22,2022-01-17,686.4,710.6,722.2,652.0,1701769677.6,3.5256410256410327,VKCO
23,2022-01-18,710.6,662.8,718.8,640.0,2676602653.2,-6.726709822685065,VKCO
24,2022-01-19,664.8,675.6,696.8,612.2,2871070800.4,1.624548736462104,VKCO
25,2022-01-20,670.4,683.0,741.0,670.4,1973146281.6,1.8794749403341322,VKCO
26,2022-01-21,684.0,645.8,688.4,640.2,1625530761.6,-5.584795321637434,VKCO
27,2022-01-24,651.0,596.2,662.4,556.8,3177904313.0,-8.417818740399378,VKCO
28,2022-01-25,595.0,594.2,613.4,562.2,1822918490.4,-0.1344537815125974,VKCO
29,2022-01-26,596.0,583.0,604.0,567.8,1748433494.4,-2.1812080536912752,VKCO
30,2022-01-27,576.0,591.2,609.4,571.0,2127172759.0,2.638888888888897,VKCO
31,2022-01-28,594.4,597.0,607.8,585.0,1367835891.6,0.4374158815612421,VKCO
32,2022-01-31,597.2,630.0,635.0,597.2,1782620553.0,5.492297387809772,VKCO
33,2022-02-01,630.2,655.6,666.6,630.2,1911143925.0,4.030466518565531,VKCO
34,2022-02-02,659.8,633.0,685.0,615.6,1956755220.2,-4.061836920278865,VKCO
35,2022-02-03,621.0,602.0,624.8,588.8,1623492182.2,-3.059581320450886,VKCO
36,2022-02-04,611.0,580.8,623.0,555.0,1770556397.4,-4.942716857610482,VKCO
37,2022-02-07,583.6,581.8,592.8,564.8,802770096.8,-0.3084304318026162,VKCO
38,2022-02-08,580.0,609.8,614.0,578.2,842533885.4,5.137931034482751,VKCO
39,2022-02-09,610.0,635.0,639.6,609.0,939383067.4,4.098360655737705,VKCO
40,2022-02-10,647.0,607.4,656.4,598.4,1655180640.2,-6.120556414219478,VKCO
41,2022-02-11,607.4,584.8,612.0,575.0,1049268151.6,-3.720777082647353,VKCO
42,2022-02-14,580.2,596.0,596.0,559.8,1179351756.6,2.7231988969320846,VKCO
43,2022-02-15,595.0,617.4,628.6,594.2,1271583946.0,3.7647058823529376,VKCO
44,2022-02-16,619.4,614.6,640.0,596.0,1326846723.2,-0.7749434937035768,VKCO
45,2022-02-17,614.4,588.0,614.4,580.0,952485906.4,-4.2968749999999964,VKCO
46,2022-02-18,589.0,559.2,601.6,549.4,1251887529.2,-5.0594227504244405,VKCO
47,2022-02-21,555.0,420.0,580.6,399.8,5128979932.8,-24.324324324324326,VKCO
48,2022-02-22,419.8,479.8,485.8,348.2,3938936434.4,14.292520247737016,VKCO
49,2022-02-24,429.2,309.0,429.2,235.0,1491123099.0,-28.005591798695246,VKCO
50,2022-02-25,277.2,296.0,366.4,277.2,1058084399.6,6.782106782106786,VKCO
51,2022-03-29,299.0,510.0,534.4,299.0,1739494098.8,70.5685618729097,VKCO
52,2022-03-30,561.0,559.4,699.8,530.4,3526370232.2,-0.2852049910873481,VKCO
53,2022-03-31,563.2,567.0,596.0,510.6,1460417529.8,0.674715909090901,VKCO
54,2022-04-01,578.8,556.2,578.8,530.0,693244074.8,-3.904630269523136,VKCO
55,2022-04-04,565.0,536.0,565.0,515.0,612504728.8,-5.132743362831858,VKCO
56,2022-04-05,543.2,502.2,543.2,476.8,666068176.2,-7.547864506627403,VKCO
57,2022-04-06,502.2,502.0,550.0,483.0,937511770.2,-0.039824771007564444,VKCO
58,2022-04-07,502.0,492.0,524.6,490.0,383978558.2,-1.9920318725099602,VKCO
59,2022-04-08,507.0,497.8,523.0,486.0,432917072.6,-1.8145956607495046,VKCO
60,2022-04-11,520.4,488.0,520.4,486.0,264761565.6,-6.2259800153727864,VKCO
61,2022-04-12,489.8,468.8,490.8,454.8,249024233.0,-4.287464271131074,VKCO
62,2022-04-13,466.0,466.8,481.8,457.6,185274381.4,0.1716738197424917,VKCO
63,2022-04-14,468.0,430.2,473.6,426.0,250987122.8,-8.076923076923078,VKCO
64,2022-04-15,425.2,422.6,440.2,407.8,201710029.6,-0.6114769520225696,VKCO
65,2022-04-18,424.4,426.0,467.4,423.0,409682901.8,0.3770028275212118,VKCO
66,2022-04-19,429.8,422.0,442.8,400.2,288851673.0,-1.8147975802698957,VKCO
67,2022-04-20,439.0,437.8,459.6,413.0,443560930.4,-0.2733485193621842,VKCO
68,2022-04-21,442.6,425.4,444.4,421.6,141650411.19999987,-3.8861274288296532,VKCO
69,2022-04-22,426.0,416.8,441.0,411.2,160874965.2,-2.1596244131455373,VKCO
70,2022-04-25,410.0,370.6,425.0,360.2,330247698.0,-9.60975609756097,VKCO
71,2022-04-26,370.0,378.2,390.0,358.4,418548506.2,2.216216216216213,VKCO
72,2022-04-27,383.0,432.0,432.0,378.2,700157365.2,12.793733681462141,VKCO
73,2022-04-28,441.0,404.0,457.0,401.0,1256444274.4,-8.390022675736962,VKCO
74,2022-04-29,403.0,399.0,416.6,390.2,326516925.8,-0.9925558312655087,VKCO
75,2022-05-04,404.0,386.8,417.8,386.0,255923586.4,-4.257425742574254,VKCO
76,2022-05-05,395.2,386.0,396.0,380.0,148855360.8,-2.327935222672062,VKCO
77,2022-05-06,388.6,374.6,388.8,370.0,122392605.4,-3.6026762738033966,VKCO
78,2022-05-11,376.4,370.0,383.6,362.2,113456679.4,-1.7003188097768271,VKCO
79,2022-05-12,371.4,338.4,371.4,326.4,178717207.4,-8.88529886914378,VKCO
80,2022-05-13,350.0,339.0,350.0,333.2,70974981.6,-3.1428571428571432,VKCO
81,2022-05-16,347.6,349.0,355.0,341.2,99684382.0,0.4027617951668519,VKCO
82,2022-05-17,358.0,357.2,365.0,350.2,99340395.4,-0.22346368715084117,VKCO
83,2022-05-18,362.8,375.2,384.4,355.4,210365455.8,3.4178610804851095,VKCO
84,2022-05-19,379.4,361.6,379.8,360.0,80536033.60000001,-4.691618344754865,VKCO
85,2022-05-20,363.0,350.2,370.0,349.0,118666826.2,-3.526170798898075,VKCO
86,2022-05-23,359.0,345.0,368.8,341.0,101546365.4,-3.8997214484679668,VKCO
87,2022-05-24,349.2,335.6,349.2,324.0,88966197.8,-3.8946162657502765,VKCO
88,2022-05-25,340.4,344.8,344.8,335.6,58986023.4,1.292596944770868,VKCO
89,2022-05-26,346.8,351.4,364.4,345.0,149771972.0,1.32641291810841,VKCO
90,2022-05-27,352.0,347.0,357.0,342.2,85517452.4,-1.4204545454545454,VKCO
91,2022-05-30,348.8,340.2,357.8,340.0,88417401.0,-2.4655963302752357,VKCO
92,2022-05-31,333.0,336.0,343.0,331.6,71330198.6,0.9009009009009009,VKCO
93,2022-06-01,358.2,333.4,358.2,331.0,89966566.0,-6.923506420993862,VKCO
94,2022-06-02,333.4,328.8,337.4,325.2,95624014.6,-1.379724055188952,VKCO
95,2022-06-03,330.0,307.8,330.6,303.8,177998248.2,-6.727272727272723,VKCO
96,2022-06-06,307.8,288.0,308.0,285.0,239394708.4,-6.432748538011699,VKCO
97,2022-06-07,280.2,280.2,289.2,266.0,211851520.4,0.0,VKCO
98,2022-06-08,283.4,290.0,296.8,283.4,117293119.4,2.328863796753713,VKCO
99,2022-06-09,285.4,279.0,288.8,275.8,87309113.4,-2.2424667133847156,VKCO
100,2022-06-10,279.0,280.0,284.4,270.2,71667738.4,0.35842293906810035,VKCO
101,2022-06-14,275.0,269.0,278.8,257.4,94909998.0,-2.181818181818182,VKCO
102,2022-06-15,275.0,300.8,305.0,271.2,504715466.0,9.381818181818186,VKCO
103,2022-06-16,307.2,313.6,322.8,301.2,412995738.4,2.0833333333333446,VKCO
104,2022-06-17,318.6,308.0,322.2,303.0,198170503.4,-3.327055869428758,VKCO
105,2022-06-20,310.0,310.0,315.8,302.2,112935623.6,0.0,VKCO
106,2022-06-21,313.0,300.0,313.2,292.0,106012908.8,-4.15335463258786,VKCO
107,2022-06-22,297.8,292.8,297.8,287.4,68166934.8,-1.6789791806581598,VKCO
108,2022-06-23,298.0,310.6,314.4,290.4,264305645.0,4.228187919463095,VKCO
109,2022-06-24,312.0,302.8,312.0,297.8,107762208.0,-2.9487179487179453,VKCO
110,2022-06-27,300.0,316.2,318.4,300.0,214459326.4,5.399999999999997,VKCO
111,2022-06-28,316.0,338.4,339.0,315.0,370168703.4,7.088607594936702,VKCO
112,2022-06-29,339.0,324.0,339.4,317.0,168101733.6000001,-4.424778761061947,VKCO
113,2022-06-30,324.6,302.4,330.0,292.0,224536889.0,-6.839186691312397,VKCO
114,2022-07-01,300.0,303.0,308.6,292.0,100349571.2,1.0,VKCO
115,2022-07-04,303.0,315.6,325.0,301.6,206002236.8,4.158415841584166,VKCO
116,2022-07-05,319.0,314.8,321.2,308.0,103701941.2,-1.3166144200626924,VKCO
117,2022-07-06,312.8,321.0,335.2,310.6,451160002.8,2.6214833759590754,VKCO
118,2022-07-07,326.0,332.8,332.8,321.8,175686332.4,2.0858895705521507,VKCO
119,2022-07-08,335.0,328.8,341.6,323.2,152939953.8,-1.850746268656713,VKCO
120,2022-07-11,329.8,323.0,332.8,321.0,78127118.0,-2.061855670103096,VKCO
121,2022-07-12,321.8,319.8,322.8,304.2,141699952.8,-0.6215040397762585,VKCO
122,2022-07-13,320.8,307.8,323.8,301.0,143419212.0,-4.052369077306733,VKCO
123,2022-07-14,305.2,300.8,312.2,297.0,92409494.0,-1.4416775884665718,VKCO
124,2022-07-15,303.0,307.6,311.6,301.0,100665137.4,1.5181518151815256,VKCO
125,2022-07-18,312.2,322.2,327.0,306.0,161566639.2,3.2030749519538757,VKCO
126,2022-07-19,325.4,319.6,325.8,311.4,71983091.4,-1.7824216349108652,VKCO
127,2022-07-20,321.0,315.8,326.0,315.0,138473561.6,-1.619937694704046,VKCO
128,2022-07-21,317.8,311.4,319.0,306.2,85322411.6,-2.0138451856513635,VKCO
129,2022-07-22,312.8,318.2,321.2,312.0,65097053.4,1.726342710997435,VKCO
130,2022-07-25,322.0,360.2,360.2,315.6,693947680.2,11.863354037267078,VKCO
131,2022-07-26,362.2,410.0,410.0,361.0,1429538481.2,13.197128658199894,VKCO
132,2022-07-27,416.0,400.0,424.0,390.0,872826971.8,-3.8461538461538463,VKCO
133,2022-07-28,402.4,414.4,420.0,392.4,789721537.8,2.9821073558648115,VKCO
134,2022-07-29,415.8,409.0,419.2,399.0,481951344.6,-1.635401635401638,VKCO
135,2022-08-01,409.0,391.0,413.0,385.0,294650795.4000003,-4.400977995110025,VKCO
136,2022-08-02,388.2,365.6,390.4,365.2,277228110.0,-5.821741370427605,VKCO
137,2022-08-03,365.2,402.4,402.4,365.2,507126726.0,10.186199342825846,VKCO
138,2022-08-04,409.6,413.8,431.4,407.0,868976248.6,1.0253906249999973,VKCO
139,2022-08-05,415.6,387.6,421.2,383.2,514205946.0,-6.737247353224254,VKCO
140,2022-08-08,419.0,411.8,419.6,401.4,323719875.4,-1.7183770883054867,VKCO
141,2022-08-09,415.8,444.0,448.0,402.0,869802352.4,6.78210678210678,VKCO
142,2022-08-10,450.0,461.0,482.0,443.0,1444384399.0,2.4444444444444446,VKCO
143,2022-08-11,455.0,407.0,455.0,405.2,1529361992.2,-10.54945054945055,VKCO
144,2022-08-12,404.4,418.0,425.0,391.2,802708554.4,3.3630069238377898,VKCO
145,2022-08-15,414.2,411.0,423.8,404.4,305098425.6,-0.7725736359246713,VKCO
146,2022-08-16,414.0,413.8,415.6,407.0,199605893.2,-0.04830917874395861,VKCO
147,2022-08-17,425.0,419.6,433.0,416.4,417380857.8,-1.2705882352941122,VKCO
148,2022-08-18,422.0,416.2,422.0,411.4,109514968.6,-1.3744075829383913,VKCO
149,2022-08-19,413.0,414.4,414.8,404.0,145785227.4,0.3389830508474521,VKCO
150,2022-08-22,415.0,421.8,430.2,410.2,327214158.8,1.6385542168674727,VKCO
151,2022-08-23,426.8,447.8,447.8,419.2,623772250.6,4.920337394564198,VKCO
152,2022-08-24,447.8,429.0,449.6,425.2,381221450.0,-4.198302813756143,VKCO
153,2022-08-25,430.0,433.2,440.0,430.0,159276325.6,0.7441860465116252,VKCO
154,2022-08-26,435.4,436.8,437.6,430.4,80155328.8,0.32154340836013645,VKCO
155,2022-08-29,435.2,433.0,439.8,426.2,177302925.2,-0.5055147058823504,VKCO
156,2022-08-30,433.0,429.2,438.0,425.4,247902730.4,-0.8775981524249448,VKCO
157,2022-08-31,428.0,428.0,441.0,412.2,253489534.8,0.0,VKCO
158,2022-09-01,430.0,422.0,430.0,420.2,123654291.2,-1.8604651162790697,VKCO
159,2022-09-02,422.4,419.6,424.0,415.0,182228784.4,-0.6628787878787772,VKCO
160,2022-09-05,422.8,431.6,437.4,417.6,301427526.0,2.081362346263011,VKCO
161,2022-09-06,434.8,418.0,436.0,400.6,426317781.0,-3.8638454461821548,VKCO
162,2022-09-07,422.0,422.0,433.8,417.6,289794070.0,0.0,VKCO
163,2022-09-08,421.0,423.0,429.8,418.2,172470100.8,0.4750593824228029,VKCO
164,2022-09-09,425.0,437.0,439.8,424.0,302298396.0,2.823529411764706,VKCO
165,2022-09-12,438.4,468.0,473.8,430.2,961790632.4,6.751824817518254,VKCO
166,2022-09-13,469.8,461.8,474.2,455.8,474675483.0,-1.7028522775649213,VKCO
167,2022-09-14,460.0,464.8,467.6,451.0,309420433.6,1.0434782608695676,VKCO
168,2022-09-15,467.0,484.6,487.8,466.0,627912923.8,3.7687366167023604,VKCO
169,2022-09-16,487.2,510.0,514.6,481.0,1308234179.2,4.679802955665028,VKCO
170,2022-09-19,512.0,550.2,550.2,507.0,1978897313.4,7.460937500000009,VKCO
171,2022-09-20,550.2,493.0,559.6,460.2,6598453509.8,-10.396219556524908,VKCO
172,2022-09-21,441.0,447.6,484.4,416.0,2220548292.6,1.4965986394557875,VKCO
173,2022-09-22,448.0,469.6,477.8,448.0,1454320434.2,4.8214285714285765,VKCO
174,2022-09-23,470.0,419.8,472.8,406.8,1554324210.6,-10.680851063829785,VKCO
175,2022-09-26,414.2,330.2,414.2,330.2,2445116785.0,-20.280057943022694,VKCO
176,2022-09-27,335.0,375.4,382.2,318.4,2575879135.4,12.059701492537307,VKCO
177,2022-09-28,374.0,362.0,389.4,345.0,1861106424.6,-3.2085561497326207,VKCO
178,2022-09-29,366.8,356.0,373.8,346.2,1090122201.8,-2.9443838604143977,VKCO
179,2022-09-30,357.0,363.2,370.0,329.0,1033708803.8,1.7366946778711454,VKCO
180,2022-10-03,370.8,392.2,394.4,366.0,1111162479.6,5.771305285868386,VKCO
181,2022-10-04,396.0,390.4,405.8,384.2,1439004788.8,-1.41414141414142,VKCO
182,2022-10-05,387.4,390.0,394.0,365.2,976646603.4,0.6711409395973214,VKCO
183,2022-10-06,394.4,386.4,399.0,385.2,544012264.4,-2.028397565922921,VKCO
184,2022-10-07,386.4,360.8,387.2,358.8,572553988.6,-6.625258799171835,VKCO
185,2022-10-10,339.0,382.4,383.6,336.6,862721900.4,12.802359882005893,VKCO
186,2022-10-11,383.8,403.4,408.4,380.8,663312039.6,5.106826472120887,VKCO
187,2022-10-12,404.0,427.6,434.0,398.0,1276133692.2,5.841584158415848,VKCO
188,2022-10-13,428.2,440.0,441.2,418.2,844904528.4,2.7557216254086905,VKCO
189,2022-10-14,450.0,439.0,451.8,426.2,805577843.2,-2.4444444444444446,VKCO
190,2022-10-17,442.2,455.2,457.8,440.2,782608208.4,2.939846223428313,VKCO
191,2022-10-18,458.6,429.2,460.0,425.2,983243233.6,-6.410815525512437,VKCO
192,2022-10-19,428.8,436.0,439.6,414.0,1105555910.8,1.6791044776119375,VKCO
193,2022-10-20,444.0,435.0,447.0,430.4,532142898.2,-2.027027027027027,VKCO
194,2022-10-21,435.8,440.6,442.0,426.0,342897864.2,1.1014226709499797,VKCO
195,2022-10-24,445.6,437.6,448.0,433.0,279834011.4,-1.7953321364452424,VKCO
196,2022-10-25,434.8,448.2,452.8,418.6,566462521.0,3.0818767249309977,VKCO
197,2022-10-26,448.6,450.2,453.4,443.6,362753298.4,0.35666518056174007,VKCO
198,2022-10-27,452.0,446.2,456.8,438.6,423819961.8,-1.2831858407079673,VKCO
199,2022-10-28,444.8,446.4,450.8,430.8,347296153.8,0.35971223021581966,VKCO
200,2022-10-31,450.8,453.0,455.0,445.0,250375984.8,0.48802129547470907,VKCO
201,2022-11-01,455.0,468.8,468.8,453.2,699590864.8,3.0329670329670355,VKCO
202,2022-11-02,470.0,449.6,472.0,442.0,581009435.0,-4.340425531914889,VKCO
203,2022-11-03,446.2,455.4,458.4,438.2,470737269.6,2.0618556701030903,VKCO
204,2022-11-07,464.2,469.8,470.2,459.0,406336343.6,1.2063765618268039,VKCO
205,2022-11-08,470.4,476.2,479.6,462.4,453175820.8,1.2329931972789139,VKCO
206,2022-11-09,476.8,464.0,485.8,442.2,947575629.2,-2.684563758389264,VKCO
207,2022-11-10,468.0,502.4,506.8,466.4,1913982854.2,7.350427350427345,VKCO
208,2022-11-11,504.8,499.8,506.4,490.0,552748177.2,-0.9904912836767036,VKCO
209,2022-11-14,501.4,521.0,532.0,496.0,834245372.8,3.9090546469884373,VKCO
210,2022-11-15,522.0,497.8,528.6,472.2,1533693997.2,-4.6360153256704955,VKCO
211,2022-11-16,501.0,508.0,512.0,495.6,453952250.8,1.3972055888223553,VKCO
212,2022-11-17,509.8,505.2,518.6,495.8,473048738.2,-0.9023146331894905,VKCO
213,2022-11-18,501.2,502.4,510.8,498.0,309843443.8,0.2394253790901813,VKCO
214,2022-11-21,502.4,489.8,502.4,481.6,491450408.8,-2.507961783439484,VKCO
215,2022-11-22,489.0,501.2,506.8,486.4,540117101.6,2.49488752556237,VKCO
216,2022-11-23,501.2,505.6,509.0,496.0,379619398.0,0.8778930566640132,VKCO
217,2022-11-24,505.8,506.8,510.6,501.2,246048987.0,0.19770660340055357,VKCO
218,2022-11-25,506.8,498.8,507.0,497.2,174552871.4,-1.5785319652722969,VKCO
219,2022-11-28,495.4,495.8,500.2,490.4,257510619.0,0.08074283407348287,VKCO
220,2022-11-29,497.0,499.4,502.8,496.6,136535579.6,0.4828973843058304,VKCO
221,2022-11-30,499.4,506.4,510.0,496.2,149531232.2,1.4016820184221066,VKCO
222,2022-12-01,508.2,501.8,509.0,498.2,161496590.0,-1.2593467138921641,VKCO
223,2022-12-02,502.4,496.6,502.4,492.2,184848449.8,-1.1544585987261058,VKCO
224,2022-12-05,496.0,498.2,503.4,492.2,181879424.6,0.44354838709677197,VKCO
225,2022-12-06,498.2,487.8,499.6,470.0,234806444.4,-2.087515054195098,VKCO
226,2022-12-07,484.2,484.6,486.8,477.6,238448505.8,0.08261049153243166,VKCO
227,2022-12-08,484.6,474.4,488.0,471.4,294719231.2,-2.104828724721429,VKCO
228,2022-12-09,473.4,471.2,482.8,470.2,161973979.0,-0.46472327841148897,VKCO
229,2022-12-12,471.6,468.2,474.2,460.2,170908523.4,-0.7209499575911862,VKCO
230,2022-12-13,469.8,463.6,470.0,458.0,164912523.8,-1.3197105151128117,VKCO
231,2022-12-14,465.0,443.0,465.0,438.4,437416095.2,-4.731182795698925,VKCO
232,2022-12-15,442.0,441.2,448.0,428.0,477661185.2,-0.18099547511312475,VKCO
233,2022-12-16,441.2,442.6,446.8,438.0,138875404.0,0.3173164097914855,VKCO
234,2022-12-19,443.0,433.4,443.4,428.0,331245288.6,-2.1670428893905243,VKCO
235,2022-12-20,430.0,449.4,452.2,428.8,365644185.0,4.511627906976739,VKCO
236,2022-12-21,454.8,440.0,455.0,434.0,346440706.8,-3.2541776605101167,VKCO
237,2022-12-22,440.0,460.8,462.6,436.0,368731432.6,4.72727272727273,VKCO
238,2022-12-23,458.4,451.0,469.0,448.6,441590494.4,-1.6143106457242533,VKCO
239,2022-12-26,451.2,452.6,457.6,445.0,205172876.2,0.31028368794327,VKCO
240,2022-12-27,454.8,453.2,457.2,449.0,187663963.6,-0.3518029903254228,VKCO
241,2022-12-28,453.2,440.6,453.6,438.4,191889355.4,-2.780229479258598,VKCO
242,2022-12-29,440.0,441.6,446.4,437.2,160038254.4,0.3636363636363688,VKCO
243,2022-12-30,440.0,437.0,442.6,432.6,169311736.0,-0.6818181818181818,VKCO
244,2023-01-03,438.2,446.8,454.6,435.8,144024584.8,1.9625741670470158,VKCO
245,2023-01-04,448.0,451.2,459.4,442.6,155326649.6,0.7142857142857117,VKCO
246,2023-01-05,453.0,450.6,456.4,450.0,126620470.4,-0.5298013245033062,VKCO
247,2023-01-06,450.6,446.6,451.0,442.4,68955521.4,-0.887705281846427,VKCO
248,2023-01-09,449.0,451.0,453.4,446.6,85707054.4,0.4454342984409799,VKCO
249,2023-01-10,451.0,449.8,451.0,445.8,78456528.0,-0.266075388026605,VKCO
250,2023-01-11,451.0,462.8,466.0,450.0,388476240.6,2.6164079822616433,VKCO
251,2023-01-12,463.2,469.4,472.0,457.0,218269715.8,1.33851468048359,VKCO
252,2023-01-13,469.8,473.4,476.4,466.0,265793229.2,0.7662835249042074,VKCO
253,2023-01-16,479.8,489.8,491.8,476.4,459670359.4,2.084201750729471,VKCO
254,2023-01-17,490.6,474.2,492.0,471.0,449668733.4,-3.34284549531187,VKCO
255,2023-01-18,477.4,476.8,483.2,465.0,283292886.2,-0.12568077084205403,VKCO
256,2023-01-19,475.0,467.6,480.0,466.8,180210076.4,-1.5578947368421006,VKCO
257,2023-01-20,469.6,468.2,472.2,461.0,127595409.2,-0.29812606473595277,VKCO
258,2023-01-23,469.8,482.0,482.8,469.0,279525865.6,2.5968497232865024,VKCO
259,2023-01-24,484.6,474.4,484.8,473.0,222675292.8,-2.104828724721429,VKCO
260,2023-01-25,472.6,478.4,478.4,471.0,140687373.6,1.2272534913245778,VKCO
261,2023-01-26,479.0,476.2,480.0,474.0,77899440.8,-0.584551148225472,VKCO
262,2023-01-27,476.2,475.0,480.0,468.2,156922756.8,-0.25199496010079564,VKCO
263,2023-01-30,478.0,482.2,483.2,474.2,198248442.0,0.8786610878661064,VKCO
264,2023-01-31,483.8,488.2,492.6,482.2,458772915.4,0.9094667217858572,VKCO
265,2023-02-01,490.6,488.8,497.0,480.2,458986298.8,-0.366897676314719,VKCO
266,2023-02-02,495.8,492.0,501.0,486.6,304423464.2,-0.7664380798709179,VKCO
267,2023-02-03,491.8,485.2,491.8,481.6,166710888.6,-1.342008946726316,VKCO
268,2023-02-06,485.4,493.4,495.0,485.4,174763013.2,1.6481252575195715,VKCO
269,2023-02-07,493.4,490.8,499.4,487.2,230430872.8,-0.5269558167815092,VKCO
270,2023-02-08,491.6,487.6,491.8,480.8,203850679.4,-0.8136696501220505,VKCO
271,2023-02-09,485.6,482.0,487.6,476.0,175086897.0,-0.7413509060955565,VKCO
272,2023-02-10,480.0,481.0,482.2,478.2,81950025.8,0.20833333333333334,VKCO
273,2023-02-13,484.0,482.4,490.8,481.2,185972150.6,-0.33057851239669894,VKCO
274,2023-02-14,482.4,485.6,505.0,482.4,1251615042.6,0.6633499170812698,VKCO
275,2023-02-15,482.2,460.0,483.4,451.0,1075499089.2,-4.603898797179591,VKCO
276,2023-02-16,462.0,456.4,468.8,452.0,345444966.4,-1.212121212121217,VKCO
277,2023-02-17,455.0,456.4,461.0,451.2,201840642.0,0.3076923076923027,VKCO
278,2023-02-20,460.2,456.4,460.6,446.0,264325058.2,-0.8257279443720147,VKCO
279,2023-02-21,460.0,468.2,479.8,457.2,439804515.2,1.7826086956521714,VKCO
280,2023-02-22,470.0,465.4,470.4,463.2,108127000.8,-0.9787234042553239,VKCO
281,2023-02-24,465.0,473.4,473.6,464.4,194609022.0,1.8064516129032209,VKCO
282,2023-02-27,460.0,476.6,479.4,452.2,394559140.0,3.6086956521739184,VKCO
283,2023-02-28,479.6,475.6,482.2,471.0,236366325.0,-0.8340283569641368,VKCO
284,2023-03-01,479.0,487.2,490.8,476.0,623052316.6,1.7118997912317306,VKCO
285,2023-03-02,489.0,475.2,489.0,468.0,403055576.8,-2.8220858895705545,VKCO
286,2023-03-03,475.6,479.8,481.8,475.6,151492425.0,0.8830950378469278,VKCO
287,2023-03-06,483.6,489.8,490.0,482.2,171923145.4,1.2820512820512795,VKCO
288,2023-03-07,491.0,486.8,492.8,483.2,140518554.8,-0.8553971486761687,VKCO
289,2023-03-09,486.6,488.6,489.6,479.0,218050496.4,0.4110152075626798,VKCO
290,2023-03-10,486.0,485.6,487.8,481.8,152256735.4,-0.08230452674896652,VKCO
291,2023-03-13,485.6,497.8,502.2,485.6,582185629.8,2.5123558484349235,VKCO
292,2023-03-14,499.6,507.2,514.0,498.0,708191384.2,1.521216973578856,VKCO
293,2023-03-15,508.0,500.0,512.0,497.6,476049868.0,-1.574803149606299,VKCO
